,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_24h,volume_usd_24h,market_cap_usd,available_supply,max_supply
1005,GLC,GlobalCoin,0.00000069 BTC,$0.00,-3.71%,Unknown,6.92,"$359,324.0","65,171,010.0",Unknown
1006,PXI,Prime-XI,0.00000229 BTC,$0.01,-3.8%,-10.88%,257.181,"$344,391.0","18,838,305.0",Unknown
1007,BITBTC,bitBTC,0.912312 BTC,$7492,Unknown,Unknown,Unknown,"$342,024.0",46.0,Unknown
1008,EMD,Emerald Crypto,0.00000220 BTC,$0.01,-3.78%,-17.49%,373.15,"$336,070.0","19,117,129.0",Unknown
1009,RBIES,Rubies,0.00000403 BTC,$0.03,-4.23%,-15.29%,15.2947,"$335,573.0","10,415,252.0",Unknown
1010,XVP,Virtacoinplus,0.00000373 BTC,$0.02,-3.71%,-12.86%,428.8,"$325,730.0","10,928,643.0",Unknown
1011,BTSR,BTSR,0.00001164 BTC,$0.09,-6.31%,-60.68%,9.61965,"$305,562.0","3,284,266.0",Unknown
1012,BSTY,GlobalBoost-Y,0.00000278 BTC,$0.02,-3.6%,-18.35%,444.737,"$303,083.0","13,641,511.0",Unknown
1013,DALC,Dalecoin,0.00008147 BTC,$0.65,-4.41%,-13.6%,389.621,"$300,616.0","461,762.0","1,000,000.0"
1014,BUMBA,BumbaCoin,0.00000161 BTC,$0.01,-4.17%,-13.72%,222.846,"$291,346.0","22,637,808.0",Unknown
1015,BITGOLD,bitGold,0.140234 BTC,$1151,Unknown,Unknown,Unknown,"$289,769.0",252.0,Unknown
1016,DLC,Dollarcoin,0.00000393 BTC,$0.03,1.61%,-14.36%,59.1982,"$285,981.0","9,106,714.0",Unknown
1017,CAT,Catcoin,0.00000556 BTC,$0.04,-17.95%,-17.27%,413.724,"$279,546.0","6,292,100.0",Unknown
1018,HXX,Hexx,0.00002277 BTC,$0.18,-7.81%,-24.03%,197.621,"$276,289.0","1,518,695.0",Unknown
1019,WMC,WMCoin,0.00000261 BTC,$0.02,Unknown,Unknown,Unknown,"$273,159.0","11,527,489.0",Unknown
1020,MAO,Mao Zedong,0.00000538 BTC,$0.04,-3.78%,-14.01%,494.056,"$268,239.0","6,239,599.0",Unknown
1021,SHDW,Shadow Token,0.00000473 BTC,$0.03,-3.96%,-3.26%,6.74037,"$264,571.0","7,000,000.0",Unknown
1022,VOT,VoteCoin,0.00000200 BTC,$0.01,-3.78%,3.07%,257.999,"$263,887.0","16,474,625.0","220,000,000.0"
1023,TRDT,Trident Group,0.00003901 BTC,$0.31,-3.78%,-44.2%,115.285,"$262,862.0","843,274.0",Unknown
1024,BRIA,BriaCoin,0.00004632 BTC,$0.37,0.03%,-20.39%,253.279,"$250,505.0","676,858.0","3,000,000.0"
1025,FRC,Freicoin,0.00000100 BTC,$0.00,-3.78%,Unknown,90.2147,"$240,370.0","30,081,309.0",Unknown
1026,ZUR,Zurcoin,0.00000034 BTC,$0.00,-11.51%,-17.21%,28.0739,"$238,138.0","87,653,034.0",Unknown
1027,SCRT,SecretCoin,0.00000624 BTC,$0.05,Unknown,-6.06%,Unknown,"$231,666.0","4,228,672.0",Unknown
1028,SPEX,SproutsExtreme,0.00000001 BTC,$0.00,-3.78%,-14.49%,82.0642,"$229,061.0","2,866,607,586.0",Unknown
1029,FRK,Franko,0.00002970 BTC,$0.23,-3.78%,45.12%,3.61746,"$220,892.0","930,767.0",Unknown
1030,HMP,HempCoin,0.00000002 BTC,$0.00,-3.71%,25.79%,368.996,"$216,810.0","1,356,645,470.0",Unknown
1031,UNITS,GameUnits,0.00000774 BTC,$0.06,-12.02%,-44.29%,134.638,"$214,849.0","3,472,983.0","13,000,000.0"
1032,IMX,Impact,0.00000023 BTC,$0.00,-3.78%,-27.17%,86.0717,"$201,275.0","109,516,438.0",Unknown
1033,RUPX,Rupaya,0.00000399 BTC,$0.03,-3.78%,-36.91%,240.664,"$196,897.0","6,175,638.0","8,400,000.0"
1034,ISL,IslaCoin,0.00001599 BTC,$0.12,-3.78%,Unknown,0.845573,"$193,407.0","1,513,704.0",Unknown
1035,ACOIN,Acoin,0.00001968 BTC,$0.15,-3.94%,-17.06%,497.113,"$191,821.0","1,220,085.0",Unknown
1036,GPU,GPU Coin,0.00000056 BTC,$0.00,-3.78%,-18.16%,448.298,"$181,125.0","40,477,042.0",Unknown
1037,FIRE,Firecoin,0.00023021 BTC,$1.83,-3.78%,-46.66%,86.1378,"$181,032.0","98,412.0",Unknown
1038,EAGLE,EagleCoin,0.00001052 BTC,$0.08,-4.25%,-16.09%,301.492,"$175,911.0","2,093,421.0",Unknown
1039,BLN,Bolenum,0.00000217 BTC,$0.01,-3.78%,-14.46%,61.2986,"$173,477.0","10,000,000.0",Unknown
1040,LUNA,Luna Coin,0.00001270 BTC,$0.10,-3.96%,-8.63%,115.439,"$173,179.0","1,706,429.0",Unknown
1041,CON,PayCon,0.00000093 BTC,$0.00,-1.64%,-20.17%,334.953,"$171,320.0","23,042,604.0",Unknown
1042,ECO,EcoCoin,0.00001854 BTC,$0.14,6.4%,-12.53%,343.255,"$170,852.0","1,153,359.0",Unknown
1043,XNG,Enigma,0.00003687 BTC,$0.29,-3.01%,-12.89%,13.5753,"$164,802.0","559,378.0","5,000,000.0"
1044,BIP,BipCoin,0.00001240 BTC,$0.09,-3.96%,-16.77%,184.81,"$161,236.0","1,627,261.0",Unknown
1045,MNC,Mincoin,0.00000480 BTC,$0.03,-5.11%,-60.35%,274.508,"$160,950.0","4,193,777.0",Unknown
1046,JIN,Jin Coin,0.00000200 BTC,$0.01,-34.1%,-42.43%,39.7878,"$159,182.0","9,960,524.0","9,960,000.0"
1047,EGAS,ETHGAS,0.00000192 BTC,$0.01,-4.5%,-21.23%,97.0549,"$155,747.0","10,157,540.0",Unknown
1048,VLT,Veltor,0.00003406 BTC,$0.27,-3.02%,-21.17%,123.918,"$151,010.0","554,855.0",Unknown
1049,MAY,Theresa May Coin,0.00000062 BTC,$0.00,-2.07%,-18.44%,413.324,"$150,850.0","30,277,200.0","100,000,000.0"
1050,DBTC,Debitcoin,0.00000105 BTC,$0.00,-0.76%,-2.57%,13.7193,"$150,731.0","17,999,629.0",Unknown
1051,YAC,Yacoin,0.00000015 BTC,$0.00,-2.31%,-15.62%,Unknown,"$146,940.0","120,740,296.0",Unknown
1052,XBTC21,Bitcoin 21,0.00002234 BTC,$0.17,-3.96%,-12.58%,86.7428,"$141,579.0","793,108.0",Unknown
1053,JWL,Jewels,0.00000087 BTC,$0.00,-3.96%,-14.5%,2.43316,"$140,300.0","20,181,636.0",Unknown
1054,SLING,Sling,0.00001354 BTC,$0.12,Unknown,Unknown,Unknown,"$135,318.0","1,074,095.0",Unknown
1055,ALL,Allion,0.00000266 BTC,$0.02,-11.58%,-11.62%,246.67,"$131,617.0","6,199,359.0",Unknown
1056,SONG,SongCoin,0.00000050 BTC,$0.00,-5.84%,-14.77%,383.56,"$130,066.0","32,565,300.0",Unknown
1057,SOJ,Sojourn,0.00003138 BTC,$0.25,-3.72%,-18.85%,59.3785,"$121,652.0","485,214.0",Unknown
1058,BRAIN,Braincoin,0.00000149 BTC,$0.01,-3.78%,-15.63%,32.1725,"$120,185.0","10,094,424.0","22,000,000.0"
1059,ANTI,AntiBitcoin,0.00000085 BTC,$0.00,-3.78%,-14.49%,77.8671,"$118,625.0","17,465,159.0",Unknown
1060,YEL,Yellow Token,0.00000122 BTC,$0.00,-4.5%,-16.54%,153.331,"$116,017.0","11,853,106.0","21,000,000.0"
1061,BITEUR,bitEUR,0.0001212 BTC,$1.07,Unknown,Unknown,Unknown,"$115,576.0","107,706.0",Unknown
1062,SAC,SACoin,0.00000206 BTC,$0.01,-3.78%,-14.49%,5.18786,"$115,512.0","7,017,395.0",Unknown
1063,COXST,CoExistCoin,0.00000052 BTC,$0.00,-3.71%,-38.43%,0.00254471,"$112,605.0","27,100,000.0",Unknown
1064,GCC,GuccioneCoin,0.00000068 BTC,$0.00,-3.78%,-14.49%,111.283,"$110,225.0","20,285,537.0",Unknown
1065,GBT,GameBet Coin,0.00000056 BTC,$0.00,Unknown,-1.72%,Unknown,"$109,356.0","21,262,780.0",Unknown
1066,ICE,iDice,0.00000862 BTC,$0.06,-3.78%,-25.48%,162.727,"$108,198.0","1,571,013.0",Unknown
1067,SCS,Speedcash,0.00004990 BTC,$0.39,-3.78%,-3.38%,189.616,"$104,401.0","261,831.0",Unknown
1068,BSTAR,Blackstar,0.00000002 BTC,$0.00,-3.78%,-14.49%,137.106,"$100,809.0","630,795,971.0",Unknown
1069,EXN,ExchangeN,0.00000241 BTC,$0.01,44.79%,20.79%,286.991,"$98,322.0","5,100,000.0",Unknown
1070,JS,JavaScript Token,0.00000153 BTC,$0.01,-4.5%,-0.4%,2.44676,"$97,772.0","7,991,996.0",Unknown
1071,VEC2,VectorAI,0.00000071 BTC,$0.00,-3.78%,-10.72%,24.9838,"$95,716.0","16,871,033.0",Unknown
1072,GBC,GBCGoldCoin,0.00000105 BTC,$0.00,-2.77%,24.77%,5.94666,"$95,282.0","11,361,817.0",Unknown
1073,CF,Californium,0.00000486 BTC,$0.03,-3.71%,-18.52%,5.93851,"$94,097.0","2,423,026.0",Unknown
1074,PRX,Printerium,0.00000099 BTC,$0.00,-3.71%,11.74%,1.18661,"$93,519.0","11,821,728.0",Unknown
1075,ATX,Artex Coin,0.00000061 BTC,$0.00,-3.78%,-10.8%,109.613,"$91,813.0","18,781,750.0","500,000,000.0"
1076,ADCN,Asiadigicoin,0.00000046 BTC,$0.00,-3.78%,-16.32%,43.1518,"$91,639.0","24,931,054.0",Unknown
1077,TOR,Torcoin,0.00003600 BTC,$0.28,72.76%,-15.13%,70.5633,"$90,953.0","316,179.0",Unknown
1078,BLRY,BillaryCoin,0.00000124 BTC,$0.00,-3.78%,Unknown,3.19387,"$89,105.0","8,992,837.0",Unknown
1079,CTO,Crypto,0.00000084 BTC,$0.00,-3.96%,-51.15%,79.0813,"$86,897.0","12,946,137.0",Unknown
1080,CWXT,CryptoWorldX Token,0.00000018 BTC,$0.00,-3.71%,-14.5%,25.1404,"$85,767.0","59,630,200.0",Unknown
1081,PIE,PIECoin,0.00000096 BTC,$0.00,-3.78%,Unknown,7.82446,"$84,757.0","11,048,930.0",Unknown
1082,FLVR,FlavorCoin,0.00000045 BTC,$0.00,Unknown,-3.75%,Unknown,"$84,602.0","20,898,106.0",Unknown
1083,MILO,MiloCoin,0.00000097 BTC,$0.00,-3.72%,-5.15%,279.007,"$83,435.0","10,789,954.0","30,015,000.0"
1084,BVC,BeaverCoin,0.00000311 BTC,$0.02,Unknown,-9.57%,Unknown,"$81,884.0","3,115,258.0",Unknown
1085,WORM,HealthyWormCoin,0.00000009 BTC,$0.00,-3.71%,-17.45%,22.4538,"$81,541.0","113,383,153.0",Unknown
1086,VIP,VIP Tokens,0.00000012 BTC,$0.00,-3.78%,-6.73%,96.5107,"$80,019.0","83,450,403.0",Unknown
1087,MND,MindCoin,0.00000063 BTC,$0.00,-3.96%,-12.69%,0.802982,"$79,880.0","15,867,695.0",Unknown
1088,DRM,Dreamcoin,0.00000405 BTC,$0.03,-3.78%,-20.02%,0.98485,"$79,536.0","2,457,684.0",Unknown
1089,WARP,WARP,0.00000891 BTC,$0.07,-3.71%,-0.03%,0.806978,"$77,977.0","1,095,224.0",Unknown
1090,SH,Shilling,0.00000171 BTC,$0.01,-3.71%,-16.74%,28.7811,"$77,331.0","5,659,450.0",Unknown
1091,ICON,Iconic,0.00001427 BTC,$0.11,-3.69%,-14.03%,491.29,"$67,606.0","592,894.0",Unknown
1092,ARB,ARbit,0.00000103 BTC,$0.00,-3.96%,-11.05%,95.1158,"$67,517.0","8,203,320.0",Unknown
1093,LTCR,Litecred,0.00000027 BTC,$0.00,-3.96%,17.47%,318.317,"$66,351.0","30,227,750.0",Unknown
1094,PONZI,PonziCoin,0.00000943 BTC,$0.07,-3.78%,-14.4%,118.881,"$64,886.0","861,099.0",Unknown
1095,RIDE,Ride My Car,0.00000008 BTC,$0.00,-3.78%,-2.29%,46.3277,"$64,742.0","101,276,976.0",Unknown
1096,TAGR,TAGRcoin,0.00000020 BTC,$0.00,-7.11%,Unknown,81.1003,"$61,799.0","38,669,634.0",Unknown
1097,RBX,Ripto Bux,0.00000002 BTC,$0.00,-3.78%,-17.22%,1.56949,"$60,926.0","381,236,123.0",Unknown
1098,KNC,KingN Coin,0.00369997 BTC,$29.5,-3.78%,15.23%,378.492,"$59,390.0","2,009.0","420,000.0"
1099,WBB,Wild Beast Block,0.00004000 BTC,$0.31,-3.71%,-15.5%,235.645,"$58,146.0","181,919.0",Unknown
1100,URO,Uro,0.00000597 BTC,$0.04,-3.78%,-14.78%,0.878974,"$57,594.0","1,207,310.0",Unknown
1101,CESC,CryptoEscudo,0.00000005 BTC,$0.00,-3.96%,-27.07%,101.73,"$57,575.0","144,105,100.0",Unknown
1102,EGO,EGO,0.00000012 BTC,$0.00,-3.78%,-6.25%,14.7614,"$57,533.0","60,000,001.0",Unknown
1103,MTLMC3,Metal Music Coin,0.00000009 BTC,$0.00,-3.78%,Unknown,113.431,"$57,331.0","79,719,140.0","2,500,000,000.0"
1104,CRDNC,Credence Coin,0.00000201 BTC,$0.01,-4.0%,-14.83%,31.5165,"$55,170.0","3,427,006.0","25,000,000.0"
1105,URC,Unrealcoin,0.00000095 BTC,$0.00,-3.78%,-11.69%,36.538,"$53,323.0","7,024,402.0",Unknown
1106,PULSE,Pulse,0.00000046 BTC,$0.00,-3.78%,-45.38%,111.075,"$52,559.0","14,298,972.0",Unknown
1107,JOBS,JobsCoin,0.00000006 BTC,$0.00,-3.78%,-5.54%,78.5649,"$50,830.0","106,019,270.0",Unknown
1108,SLEVIN,Slevin,0.00000009 BTC,$0.00,-3.71%,-23.89%,117.384,"$50,341.0","70,000,000.0",Unknown
1109,ORLY,Orlycoin,0.00000016 BTC,$0.00,Unknown,-8.6%,Unknown,"$50,081.0","36,646,779.0",Unknown
1110,DLISK,DAPPSTER,0.00000006 BTC,$0.00,-3.78%,-58.22%,130.849,"$47,944.0","100,000,000.0",Unknown
1111,GEERT,GeertCoin,0.00000116 BTC,$0.00,-3.96%,-24.7%,348.022,"$47,320.0","5,091,200.0",Unknown
1112,G3N,G3N,0.00000074 BTC,$0.00,-3.96%,-12.12%,26.7029,"$44,714.0","7,561,891.0",Unknown
1113,ZYD,Zayedcoin,0.00000089 BTC,$0.00,-3.78%,-40.63%,296.68,"$44,404.0","6,243,840.0",Unknown
1114,PEX,PosEx,0.00000220 BTC,$0.01,-3.71%,-32.34%,3.78087,"$43,127.0","2,453,240.0",Unknown
1115,OS76,OsmiumCoin,0.00000594 BTC,$0.04,-3.71%,-7.66%,137.756,"$42,435.0","894,026.0",Unknown
1116,BSC,BowsCoin,0.00000095 BTC,$0.00,-3.78%,0.27%,265.38,"$42,132.0","5,550,102.0",Unknown
1117,BIOS,BiosCrypto,0.00000025 BTC,$0.00,-3.96%,-7.07%,0.998834,"$41,595.0","20,821,709.0",Unknown
1118,ZNE,Zonecoin,0.00000199 BTC,$0.01,-3.78%,-14.49%,99.2385,"$41,057.0","2,581,970.0",Unknown
1119,IMPS,ImpulseCoin,0.00000025 BTC,$0.00,-3.71%,Unknown,3.03653,"$40,444.0","20,245,510.0",Unknown
1120,RSGP,RSGPcoin,0.00250004 BTC,$23.2,Unknown,-0.33%,Unknown,"$40,284.0","1,730.0",Unknown
1121,STEPS,Steps,0.00000027 BTC,$0.00,-3.78%,-14.75%,3.40163,"$40,183.0","18,625,017.0",Unknown
1122,DES,Destiny,0.00000289 BTC,$0.02,-3.78%,-17.91%,48.581,"$36,949.0","1,600,000.0",Unknown
1123,XOC,Xonecoin,0.00001096 BTC,$0.08,-3.78%,-14.65%,86.3425,"$36,783.0","420,000.0",Unknown
1124,IBANK,iBank,0.00000100 BTC,$0.00,10.6%,5.23%,59.4341,"$36,168.0","4,526,324.0",Unknown
1125,PLNC,PLNcoin,0.00000026 BTC,$0.00,-30.33%,-45.78%,72.3713,"$35,505.0","17,089,600.0","38,540,000.0"
1126,ALTC,Antilitecoin,0.00000014 BTC,$0.00,22.23%,99.49%,107.083,"$35,253.0","31,512,613.0",Unknown
1127,ELS,Elysium,0.00000099 BTC,$0.00,-3.78%,-7.99%,149.881,"$31,683.0","4,005,012.0","18,000,000.0"
1128,PRC,PRCoin,0.00000022 BTC,$0.00,-3.71%,-10.32%,343.043,"$31,103.0","17,672,800.0",Unknown
1129,CRT,CRTCoin,0.00004800 BTC,$0.38,-3.78%,-14.49%,15.9906,"$30,404.0","79,270.0",Unknown
1130,CAB,Cabbage,0.00000036 BTC,$0.00,-6.38%,-18.12%,10.7489,"$30,205.0","10,499,996.0",Unknown
1131,AGLC,AgrolifeCoin,0.00000045 BTC,$0.00,-9.02%,-28.75%,36.2457,"$30,041.0","8,354,440.0",Unknown
1132,HVCO,High Voltage,0.00000237 BTC,$0.01,-3.96%,-17.63%,40.4688,"$28,296.0","1,494,171.0",Unknown
1133,BIOB,BioBar,0.00000394 BTC,$0.03,-3.71%,-14.94%,2.66385,"$27,886.0","885,756.0",Unknown
1134,SOCC,SocialCoin,0.00000220 BTC,$0.01,-3.96%,-16.39%,4.36187,"$24,345.0","1,384,879.0",Unknown
1135,XRC,Rawcoin,0.00000420 BTC,$0.03,-3.49%,-16.29%,60.6967,"$23,656.0","704,882.0",Unknown
1136,SDP,SydPak,0.00001531 BTC,$0.12,-3.78%,-6.02%,7.08085,"$19,597.0","160,191.0",Unknown
1137,CTIC2,Coimatic 2.0,0.00000016 BTC,$0.00,4.83%,-11.21%,325.815,"$17,614.0","13,532,750.0","102,000,000.0"
1138,CONX,Concoin,0.00000252 BTC,$0.02,-3.96%,-28.18%,293.47,"$14,987.0","744,266.0",Unknown
1139,P7C,P7Coin,0.00000005 BTC,$0.00,-3.78%,-14.5%,22.4245,"$14,072.0","35,220,238.0",Unknown
1140,GSR,GeyserCoin,0.00003500 BTC,$0.27,2.93%,-14.5%,457.902,"$13,107.0","46,864.0","4,500,000.0"
1141,NODC,NodeCoin,0.00000094 BTC,$0.00,10.73%,-14.49%,38.1933,"$12,607.0","1,678,439.0",Unknown
1142,SANDG,Save and Gain,0.00000049 BTC,$0.00,-3.71%,-17.85%,96.2933,"$12,000.0","3,064,800.0",Unknown
1143,ULA,Ulatech,0.00000709 BTC,$0.05,-10.77%,-49.06%,63.4442,"$11,535.0","203,611.0","90,000,000.0"
1144,SLFI,Selfiecoin,0.00000001 BTC,$0.00,-3.78%,-14.49%,53.6973,"$8,616.0","107,829,281.0",Unknown
1145,LEX,Lex4All,0.00000082 BTC,$0.00,Unknown,Unknown,Unknown,"$7,350.0","1,000,000.0",Unknown
1146,CALC,CaliphCoin,0.00000010 BTC,$0.00,-4.55%,-23.76%,217.66,"$5,447.0","6,651,808.0","189,000,000.0"
1147,OCEAN,BurstOcean,0.00000163 BTC,$0.01,Unknown,Unknown,Unknown,"$3,562.0","211,827.0",Unknown
1148,DGCS,Digital Credits,0.00000007 BTC,$0.00,34.71%,19.71%,93.085,"$3,259.0","5,826,388.0",Unknown
1149,CCM100,CCMiner,0.00000009 BTC,$0.00,Unknown,-16.29%,Unknown,"$2,645.0","3,360,417.0",Unknown
1150,ABN,Abncoin,0.00000320 BTC,$0.02,-3.78%,-13.43%,490.531,"$1,731.0","67,700.0",Unknown
1151,PIZZA,PizzaCoin,0.00000015 BTC,$0.00,-3.71%,-35.88%,2.34047,"$1,652.0","1,377,917.0",Unknown
1152,EBT,Ebittree Coin,0.00000014 BTC,$0.00,-3.96%,-21.43%,180.555,"$1,415.0","1,264,511.0",Unknown
1153,APW,AppleCoin,0.00000001 BTC,$0.00,-3.71%,-14.49%,439.328,$9.0,"117,009.0","2,100,000,000.0"
1154,ATMC,ATMCoin,0.00085052 BTC,$6.79,0.0%,0.71%,"171,124,000.0",Unknown,Unknown,Unknown
1155,HT,Huobi Token,0.0001744 BTC,$1.39,-2.83%,-6.67%,"86,167,500.0",Unknown,Unknown,Unknown
1156,ELA,Elastos,0.00777212 BTC,$62.1,-0.66%,11.57%,"47,906,800.0",Unknown,Unknown,Unknown
1157,BCD,Bitcoin Diamond,0.00535873 BTC,$42.8,3.03%,15.69%,"20,651,600.0",Unknown,Unknown,"210,000,000.0"
1158,LET,LinkEye,0.00001052 BTC,$0.08,-1.84%,-18.88%,"20,570,000.0",Unknown,Unknown,Unknown
1159,STK,STK,0.00002469 BTC,$0.19,-5.08%,-32.69%,"16,260,600.0",Unknown,Unknown,Unknown
1160,DTA,DATA,0.00000303 BTC,$0.02,-4.49%,-21.9%,"15,945,600.0",Unknown,Unknown,Unknown
1161,ZPT,Zeepin,0.00001245 BTC,$0.09,-5.89%,-19.61%,"15,774,600.0",Unknown,Unknown,Unknown
1162,AIDOC,AI Doctor,0.00000907 BTC,$0.07,-4.67%,-20.16%,"14,989,900.0",Unknown,Unknown,Unknown
1163,SHOW,Show,0.00000081 BTC,$0.00,-13.26%,4.93%,"12,799,800.0",Unknown,Unknown,Unknown
1164,OF,OFCOIN,0.00000045 BTC,$0.00,-18.2%,-15.13%,"12,524,700.0",Unknown,Unknown,Unknown
1165,RUFF,Ruff,0.00001444 BTC,$0.11,-3.82%,-20.34%,"11,757,200.0",Unknown,Unknown,Unknown
1166,OC,OceanChain,0.00000151 BTC,$0.01,-4.64%,-14.65%,"11,108,500.0",Unknown,Unknown,Unknown
1167,EPC,Electronic PK Chain,0.00001495 BTC,$0.11,-3.94%,-15.93%,"10,614,500.0",Unknown,Unknown,Unknown
1168,SMT,SmartMesh,0.00000765 BTC,$0.06,-2.65%,-19.2%,"10,003,800.0",Unknown,Unknown,Unknown
1169,GNX,Genaro Network,0.00004755 BTC,$0.37,-2.94%,-19.11%,"9,571,920.0",Unknown,Unknown,Unknown
1170,AWR,AWARE,0.00000387 BTC,$0.03,-4.05%,-8.58%,"8,164,890.0",Unknown,Unknown,Unknown
1171,SSC,SelfSell,0.00001356 BTC,$0.10,-4.62%,-17.75%,"7,916,200.0",Unknown,Unknown,Unknown
1172,SOC,All Sports,0.00001301 BTC,$0.10,-5.08%,-25.03%,"7,376,850.0",Unknown,Unknown,Unknown
1173,WIC,WaykiChain,0.00004019 BTC,$0.32,-5.53%,-17.17%,"6,722,200.0",Unknown,Unknown,Unknown
1174,NKC,Nework,0.00000685 BTC,$0.05,-4.27%,-16.63%,"5,759,830.0",Unknown,Unknown,Unknown
1175,LBTC,Lightning Bitcoin [Futures],0.0462811 BTC,$369.,2.79%,-9.94%,"5,599,620.0",Unknown,Unknown,"21,000,000.0"
1176,CHAT,ChatCoin,0.00003180 BTC,$0.25,-4.23%,-19.64%,"5,242,170.0",Unknown,Unknown,Unknown
1177,MEE,CoinMeet,0.00001124 BTC,$0.08,-4.95%,-26.95%,"5,066,500.0",Unknown,Unknown,Unknown
1178,TOPC,TopChain,0.00000619 BTC,$0.04,-6.42%,-20.35%,"4,482,920.0",Unknown,Unknown,Unknown
1179,YEE,Yee,0.00000311 BTC,$0.02,-2.85%,-21.62%,"3,833,670.0",Unknown,Unknown,Unknown
1180,EKO,EchoLink,0.00001052 BTC,$0.08,-2.74%,-21.22%,"3,118,730.0",Unknown,Unknown,Unknown
1181,C20,CRYPTO20,0.00024961 BTC,$1.99,-3.95%,-27.0%,"2,856,910.0",Unknown,Unknown,Unknown
1182,POLY,Polymath Network,0.00012459 BTC,$0.99,-2.78%,-14.64%,"2,738,620.0",Unknown,Unknown,Unknown
1183,KCASH,Kcash,0.00002236 BTC,$0.17,-1.25%,-12.91%,"2,169,420.0",Unknown,Unknown,Unknown
1184,ADK,Aidos Kuneen,0.00455552 BTC,$36.4,-3.71%,-17.48%,"2,162,930.0",Unknown,Unknown,Unknown
1185,MDT,Measurable Data Token,0.00001666 BTC,$0.13,-4.1%,-29.21%,"1,997,760.0",Unknown,Unknown,Unknown
1186,AAC,Acute Angle Cloud,0.00002146 BTC,$0.17,-1.08%,-11.89%,"1,937,220.0",Unknown,Unknown,Unknown
1187,CPC,CPChain,0.00004409 BTC,$0.35,-0.98%,-4.62%,"1,853,810.0",Unknown,Unknown,Unknown
1188,UBTC,United Bitcoin,0.0149327 BTC,$119.,-1.46%,-4.14%,"1,853,150.0",Unknown,Unknown,"21,000,000.0"
1189,HLC,HalalChain,0.00004434 BTC,$0.35,-3.69%,-21.07%,"1,766,220.0",Unknown,Unknown,Unknown
1190,HPY,Hyper Pay,0.00000634 BTC,$0.05,-2.84%,-15.23%,"1,687,720.0",Unknown,Unknown,Unknown
1191,XTZ,Tezos (Pre-Launch),0.00037205 BTC,$2.97,-1.91%,-8.05%,"1,665,720.0",Unknown,Unknown,Unknown
1192,BCX,BitcoinX,0.00000162 BTC,$0.01,-3.34%,-17.43%,"1,617,220.0",Unknown,Unknown,"210,000,000,000.0"
1193,SBTC,Super Bitcoin,0.00339923 BTC,$27.1,-4.5%,-20.87%,"1,582,750.0",Unknown,Unknown,"21,210,000.0"
1194,BOS,BOScoin,0.00009239 BTC,$0.73,-6.69%,-22.27%,"1,437,740.0",Unknown,Unknown,Unknown
1195,REF,RefToken,0.00410536 BTC,$32.8,2.57%,19.19%,"1,341,360.0",Unknown,Unknown,Unknown
1196,VLC,ValueChain,0.00001000 BTC,$0.07,-4.5%,-7.07%,"1,338,780.0",Unknown,Unknown,Unknown
1197,BTO,Bottos,0.00001896 BTC,$0.15,-2.09%,-19.1%,"1,275,960.0",Unknown,Unknown,Unknown
1198,DDD,Scry.info,0.00003330 BTC,$0.26,-4.22%,-14.13%,"1,107,540.0",Unknown,Unknown,Unknown
1199,REBL,Rebellious,0.00000939 BTC,$0.07,-5.97%,-19.56%,"1,097,750.0",Unknown,Unknown,Unknown
1200,RCT,RealChain,0.00001143 BTC,$0.09,-1.62%,-10.22%,"1,051,880.0",Unknown,Unknown,Unknown
1201,TRUE,True Chain,0.00011644 BTC,$0.93,-2.06%,-11.68%,"1,032,440.0",Unknown,Unknown,Unknown
1202,BIG,BigONE Token,0.00064398 BTC,$5.14,-3.1%,-19.45%,"936,039.0",Unknown,Unknown,"200,000,000.0"
1203,LIGHT,LightChain,0.00000055 BTC,$0.00,-1.37%,-15.36%,"906,080.0",Unknown,Unknown,Unknown
1204,CFUN,CFun,0.00000382 BTC,$0.03,6.02%,-9.5%,"808,032.0",Unknown,Unknown,Unknown
1205,EKT,EDUCare,0.00001468 BTC,$0.11,-3.71%,-18.39%,"794,897.0",Unknown,Unknown,Unknown
1206,FOTA,Fortuna,0.00001154 BTC,$0.09,-5.0%,-17.48%,"785,264.0",Unknown,Unknown,Unknown
1207,COFI,CoinFi,0.00001673 BTC,$0.13,-6.13%,-26.7%,"762,936.0",Unknown,Unknown,Unknown
1208,SPC,SpaceChain,0.00002659 BTC,$0.21,-11.04%,-28.97%,"725,229.0",Unknown,Unknown,Unknown
1209,UGT,UG Token,0.00009695 BTC,$0.77,-4.66%,-16.47%,"723,599.0",Unknown,Unknown,Unknown
1210,ADB,adbank,0.00000329 BTC,$0.02,-4.86%,-34.21%,"719,462.0",Unknown,Unknown,Unknown
1211,STC,StarChain,0.00001307 BTC,$0.10,-4.36%,-20.18%,"712,010.0",Unknown,Unknown,Unknown
1212,PRS,PressOne,0.00009699 BTC,$0.77,-3.46%,-19.22%,"693,713.0",Unknown,Unknown,Unknown
1213,SEXC,ShareX,0.00000347 BTC,$0.02,-4.66%,-5.42%,"683,337.0",Unknown,Unknown,Unknown
1214,READ,Read,0.00000452 BTC,$0.03,-5.03%,-15.2%,"582,226.0",Unknown,Unknown,Unknown
1215,UGC,ugChain,0.00001407 BTC,$0.11,-6.02%,-16.88%,"576,643.0",Unknown,Unknown,Unknown
